"Approved.Symbol","Ensembl.ID.supplied.by.Ensembl.","index"
"SPATA19","ENSG00000166118",11766
"GPT2","ENSG00000166123",11767
"AMN","ENSG00000166126",11768
"RAB8B","ENSG00000166128",11769
"IKBIP","ENSG00000166130",11770
"RPUSD2","ENSG00000166133",11771
"HIF1AN","ENSG00000166135",11772
"NDUFB8","ENSG00000166136",11773
"ZFYVE19","ENSG00000166140",11774
"PPP1R14D","ENSG00000166143",11775
"SPINT1","ENSG00000166145",11776
"FBN1","ENSG00000166147",11777
"AVPR1A","ENSG00000166148",11778
"C16orf78","ENSG00000166152",11779
"DEPDC4","ENSG00000166153",11780
"LRTM2","ENSG00000166159",11781
"OPN1MW2","ENSG00000166160",11782
"BRD7","ENSG00000166164",11783
"CKB","ENSG00000166165",11784
"TRMT61A","ENSG00000166166",11785
"BTRC","ENSG00000166167",11786
"POLL","ENSG00000166169",11787
"BAG5","ENSG00000166170",11788
"DPCD","ENSG00000166171",11789
"LARP6","ENSG00000166173",11790
"API5","ENSG00000166181",11791
"ASPG","ENSG00000166183",11792
"ZNF319","ENSG00000166188",11793
"HPS6","ENSG00000166189",11794
"SENP8","ENSG00000166192",11795
"NOLC1","ENSG00000166197",11796
"ALKBH3","ENSG00000166199",11797
"COPS2","ENSG00000166200",11798
"GABRB3","ENSG00000166206",11799
"SPIC","ENSG00000166211",11800
"TBATA","ENSG00000166220",11801
"SGPL1","ENSG00000166224",11802
"FRS2","ENSG00000166225",11803
"CCT2","ENSG00000166226",11804
"PCBD1","ENSG00000166228",11805
"ARIH1","ENSG00000166233",11806
"C16orf71","ENSG00000166246",11807
"CLMP","ENSG00000166250",11808
"SCN3B","ENSG00000166257",11809
"COX11","ENSG00000166260",11810
"ZNF202","ENSG00000166261",11811
"FAM227B","ENSG00000166262",11812
"STXBP4","ENSG00000166263",11813
"CYYR1","ENSG00000166265",11814
"CUL5","ENSG00000166266",11815
"MYRFL","ENSG00000166268",11816
"WBP1L","ENSG00000166272",11817
"BORCS7","ENSG00000166275",11818
"C2","ENSG00000166278",11819
"PLEKHF1","ENSG00000166289",11820
"TMEM100","ENSG00000166292",11821
"ANAPC16","ENSG00000166295",11822
"SMPD1","ENSG00000166311",11823
"APBB1","ENSG00000166313",11824
"SYNPO2L","ENSG00000166317",11825
"NUDT13","ENSG00000166321",11826
"C11orf65","ENSG00000166323",11827
"TRIM44","ENSG00000166326",11828
"CCDC182","ENSG00000166329",11829
"ILK","ENSG00000166333",11830
"TAF10","ENSG00000166337",11831
"TPP1","ENSG00000166340",11832
"DCHS1","ENSG00000166341",11833
"NETO1","ENSG00000166342",11834
"MSS51","ENSG00000166343",11835
"CYB5A","ENSG00000166347",11836
"USP54","ENSG00000166348",11837
"RAG1","ENSG00000166349",11838
"POTED","ENSG00000166351",11839
"C11orf74","ENSG00000166352",11840
"WDR88","ENSG00000166359",11841
"OR10A5","ENSG00000166363",11842
"OR2D2","ENSG00000166368",11843
"ATP9B","ENSG00000166377",11844
"PPFIBP2","ENSG00000166387",11845
"MOGAT2","ENSG00000166391",11846
"CYB5R2","ENSG00000166394",11847
"SERPINB7","ENSG00000166396",11848
"KIAA0355","ENSG00000166398",11849
"SERPINB8","ENSG00000166401",11850
"TUB","ENSG00000166402",11851
"RIC3","ENSG00000166405",11852
"LMO1","ENSG00000166407",11853
"IDH3A","ENSG00000166411",11855
"WDR72","ENSG00000166415",11856
"CRABP1","ENSG00000166426",11857
"PLD4","ENSG00000166428",11858
"ZMAT1","ENSG00000166432",11859
"XRRA1","ENSG00000166435",11860
"TRIM66","ENSG00000166436",11861
"RNF169","ENSG00000166439",11862
"RPL27A","ENSG00000166441",11863
"ST5","ENSG00000166444",11864
"CDYL2","ENSG00000166446",11865
"TMEM130","ENSG00000166448",11866
"PRTG","ENSG00000166450",11867
"CENPN","ENSG00000166451",11868
"AKIP1","ENSG00000166452",11869
"ATMIN","ENSG00000166454",11870
"C16orf46","ENSG00000166455",11871
"TMEM41B","ENSG00000166471",11872
"PKD1L2","ENSG00000166473",11873
"LEO1","ENSG00000166477",11874
"ZNF143","ENSG00000166478",11875
"TMX3","ENSG00000166479",11876
"MFAP4","ENSG00000166482",11877
"WEE1","ENSG00000166483",11878
"MAPK7","ENSG00000166484",11879
"PRKCB","ENSG00000166501",11881
"HDGFL3","ENSG00000166503",11882
"NDST2","ENSG00000166507",11883
"MCM7","ENSG00000166508",11884
"CLEC3A","ENSG00000166509",11885
"CCDC68","ENSG00000166510",11886
"CLEC4E","ENSG00000166523",11887
"ZNF3","ENSG00000166526",11888
"CLEC4D","ENSG00000166527",11889
"ZSCAN21","ENSG00000166529",11890
"RIMKLB","ENSG00000166532",11892
"A2ML1","ENSG00000166535",11893
"BEAN1","ENSG00000166546",11894
"TK2","ENSG00000166548",11895
"TMED3","ENSG00000166557",11896
"SLC38A8","ENSG00000166558",11897
"SEC11C","ENSG00000166562",11898
"CPLX4","ENSG00000166569",11899
"GALR1","ENSG00000166573",11900
"TMEM135","ENSG00000166575",11901
"IQCD","ENSG00000166578",11902
"NDEL1","ENSG00000166579",11903
"CENPV","ENSG00000166582",11904
"CDH16","ENSG00000166589",11905
"RRAD","ENSG00000166592",11906
"FAM96B","ENSG00000166595",11907
"CFAP52","ENSG00000166596",11908
"HSP90B1","ENSG00000166598",11909
"MC4R","ENSG00000166603",11910
"BLCAP","ENSG00000166619",11911
"SERPINB12","ENSG00000166634",11912
"CHRFAM7A","ENSG00000166664",11913
"ATF7IP2","ENSG00000166669",11914
"MMP10","ENSG00000166670",11915
"TVP23A","ENSG00000166676",11916
"BEX3","ENSG00000166681",11917
"TMPRSS5","ENSG00000166682",11918
"COG1","ENSG00000166685",11919
"PLEKHA7","ENSG00000166689",11920
"ZNF606","ENSG00000166704",11922
"ZCCHC18","ENSG00000166707",11923
"B2M","ENSG00000166710",11924
"ZNF592","ENSG00000166716",11925
"CASC4","ENSG00000166734",11926
"HTR3A","ENSG00000166736",11927
"NNMT","ENSG00000166741",11928
"ACSM1","ENSG00000166743",11929
"AP1G1","ENSG00000166747",11930
"SLFN5","ENSG00000166750",11932
"CATSPER2","ENSG00000166762",11933
"C16orf45","ENSG00000166780",11936
"MARF1","ENSG00000166783",11937
"SAAL1","ENSG00000166788",11939
"YPEL4","ENSG00000166793",11940
"PPIB","ENSG00000166794",11941
"LDHC","ENSG00000166796",11942
"FAM96A","ENSG00000166797",11943
"LDHAL6A","ENSG00000166800",11944
"FAM111A","ENSG00000166801",11945
"PCLAF","ENSG00000166803",11946
"KIF7","ENSG00000166813",11947
"LDHD","ENSG00000166816",11948
"PLIN1","ENSG00000166819",11949
"PEX11A","ENSG00000166821",11950
"TMEM170A","ENSG00000166822",11951
"MESP1","ENSG00000166823",11952
"ANPEP","ENSG00000166825",11953
"SCNN1G","ENSG00000166828",11954
"RBPMS2","ENSG00000166831",11955
"NAV2","ENSG00000166833",11956
"ANKDD1A","ENSG00000166839",11957
"GLYATL1","ENSG00000166840",11958
"C18orf54","ENSG00000166845",11959
"DCTN5","ENSG00000166847",11960
"TERF2IP","ENSG00000166848",11961
"PLK1","ENSG00000166851",11962
"CLPX","ENSG00000166855",11963
"GPR182","ENSG00000166856",11964
"ZBTB39","ENSG00000166860",11965
"CACNG2","ENSG00000166862",11966
"TAC3","ENSG00000166863",11967
"MYO1A","ENSG00000166866",11968
"CHP2","ENSG00000166869",11969
"NEMP1","ENSG00000166881",11970
"OR4D6","ENSG00000166884",11971
"NAB2","ENSG00000166886",11972
"VPS39","ENSG00000166887",11973
"STAT6","ENSG00000166888",11974
"PATL1","ENSG00000166889",11975
"ATP23","ENSG00000166896",11976
"ELFN2","ENSG00000166897",11977
"STX3","ENSG00000166900",11978
"MRPL16","ENSG00000166902",11979
"PIP4K2C","ENSG00000166908",11980
"MTMR10","ENSG00000166912",11981
"YWHAB","ENSG00000166913",11982
"C15orf48","ENSG00000166920",11984
"SCG5","ENSG00000166922",11985
"GREM1","ENSG00000166923",11986
"NYAP1","ENSG00000166924",11987
"TSC22D4","ENSG00000166925",11988
"MS4A6E","ENSG00000166926",11989
"MS4A7","ENSG00000166927",11990
"MS4A14","ENSG00000166928",11991
"MS4A5","ENSG00000166930",11992
"DIS3L","ENSG00000166938",11993
"CCNDBP1","ENSG00000166946",11994
"EPB42","ENSG00000166947",11995
"TGM6","ENSG00000166948",11996
"SMAD3","ENSG00000166949",11997
"MS4A8","ENSG00000166959",11998
"CCDC178","ENSG00000166960",11999
"MS4A15","ENSG00000166961",12000
"MAP1A","ENSG00000166963",12001
"RCCD1","ENSG00000166965",12002
"AKTIP","ENSG00000166971",12003
"MAPRE2","ENSG00000166974",12004
"EVA1C","ENSG00000166979",12005
"TCP10L2","ENSG00000166984",12006
"MARS","ENSG00000166986",12007
"MBD6","ENSG00000166987",12008
"CNPY4","ENSG00000166997",12009
"PDIA3","ENSG00000167004",12010
"NUDT21","ENSG00000167005",12011
"NAT16","ENSG00000167011",12012
"TERB2","ENSG00000167014",12013
"NKX3-1","ENSG00000167034",12014
"SGSM1","ENSG00000167037",12015
"DUSP18","ENSG00000167065",12017
"TEF","ENSG00000167074",12018
"MEI1","ENSG00000167077",12019
"B4GALNT2","ENSG00000167080",12020
"PBX3","ENSG00000167081",12021
"GNGT2","ENSG00000167083",12022
"PHB","ENSG00000167085",12023
"SNRPD1","ENSG00000167088",12024
"TTC16","ENSG00000167094",12025
"SUN5","ENSG00000167098",12026
"SAMD14","ENSG00000167100",12027
"PIP5KL1","ENSG00000167103",12028
"BPIFB6","ENSG00000167104",12029
"TMEM92","ENSG00000167105",12030
"FAM102A","ENSG00000167106",12031
"ACSF2","ENSG00000167107",12032
"GOLGA2","ENSG00000167110",12033
"TRUB2","ENSG00000167112",12034
"COQ4","ENSG00000167113",12035
"SLC27A4","ENSG00000167114",12036
"URM1","ENSG00000167118",12038
"CERCAM","ENSG00000167123",12039
"DOLPP1","ENSG00000167130",12040
"CCDC103","ENSG00000167131",12041
"ENDOG","ENSG00000167136",12042
"TBC1D21","ENSG00000167139",12043
"PRRX2","ENSG00000167157",12044
"C15orf39","ENSG00000167173",12046
"ISLR2","ENSG00000167178",12047
"SP2","ENSG00000167182",12048
"PRR15L","ENSG00000167183",12049
"COQ7","ENSG00000167186",12050
"GPRC5B","ENSG00000167191",12051
"CRK","ENSG00000167193",12052
"C16orf92","ENSG00000167194",12053
"GOLGA6C","ENSG00000167195",12054
"FBXO22","ENSG00000167196",12055
"TBC1D2B","ENSG00000167202",12056
"NOD2","ENSG00000167207",12057
"SNX20","ENSG00000167208",12058
"LOXHD1","ENSG00000167210",12059
"KATNAL2","ENSG00000167216",12060
"HDHD2","ENSG00000167220",12061
"ZNF91","ENSG00000167232",12062
"IGF2","ENSG00000167244",12063
"RNF214","ENSG00000167257",12064
"CDK12","ENSG00000167258",12065
"DPEP2","ENSG00000167261",12066
"DUS2","ENSG00000167264",12067
"POP5","ENSG00000167272",12068
"ENGASE","ENSG00000167280",12069
"RBFOX3","ENSG00000167281",12070
"ATP5MG","ENSG00000167283",12071
"CD3D","ENSG00000167286",12072
"TBC1D16","ENSG00000167291",12073
"TEPSIN","ENSG00000167302",12074
"MYO5B","ENSG00000167306",12075
"ART5","ENSG00000167311",12076
"ACAA2","ENSG00000167315",12077
"STIM1","ENSG00000167323",12078
"RRM1","ENSG00000167325",12079
"OR51E2","ENSG00000167332",12080
"TRIM68","ENSG00000167333",12081
"MMP26","ENSG00000167346",12082
"OR51I1","ENSG00000167359",12084
"OR51Q1","ENSG00000167360",12085
"FN3K","ENSG00000167363",12086
"PRRT2","ENSG00000167371",12087
"ZNF23","ENSG00000167377",12088
"IRGQ","ENSG00000167378",12089
"ZNF226","ENSG00000167380",12090
"ZNF180","ENSG00000167384",12091
"PPP2R3B","ENSG00000167393",12093
"ZNF668","ENSG00000167394",12094
"ZNF646","ENSG00000167395",12095
"VKORC1","ENSG00000167397",12096
"GNG8","ENSG00000167414",12097
"LPO","ENSG00000167419",12098
"CA4","ENSG00000167434",12099
"SMG8","ENSG00000167447",12100
"TPM4","ENSG00000167460",12102
"RAB8A","ENSG00000167461",12103
"GPX4","ENSG00000167468",12104
"MIDN","ENSG00000167470",12105
"JSRP1","ENSG00000167476",12106
"FAM129C","ENSG00000167483",12107
"KLHL26","ENSG00000167487",12108
"GATAD2A","ENSG00000167491",12109
"MVD","ENSG00000167508",12111
"CDT1","ENSG00000167513",12112
"TRAPPC2L","ENSG00000167515",12113
"ANKRD11","ENSG00000167522",12114
"SPATA33","ENSG00000167523",12115
"PROCA1","ENSG00000167525",12117
"RPL13","ENSG00000167526",12118
"ZNF641","ENSG00000167528",12119
"LALBA","ENSG00000167531",12120
"CACNB3","ENSG00000167535",12121
"DHRS13","ENSG00000167536",12122
"TP53I13","ENSG00000167543",12123
"KMT2D","ENSG00000167548",12124
"CORO6","ENSG00000167549",12125
"RHEBL1","ENSG00000167550",12126
"TUBA1A","ENSG00000167552",12127
"TUBA1C","ENSG00000167553",12128
"ZNF610","ENSG00000167554",12129
"ZNF528","ENSG00000167555",12130
"ZNF701","ENSG00000167562",12131
"SERTAD3","ENSG00000167565",12132
"NCKAP5L","ENSG00000167566",12133
"RAB4B","ENSG00000167578",12134
"AQP2","ENSG00000167580",12135
"GPD1","ENSG00000167588",12136
"PROSER3","ENSG00000167595",12137
"CYP2S1","ENSG00000167600",12138
"AXL","ENSG00000167601",12139
"NFKBID","ENSG00000167604",12140
"TMC4","ENSG00000167608",12141
"ANKRD33","ENSG00000167612",12142
"LAIR1","ENSG00000167613",12143
"TTYH1","ENSG00000167614",12144
"LENG8","ENSG00000167615",12145
"CDC42EP5","ENSG00000167617",12146
"LAIR2","ENSG00000167618",12147
"TMEM145","ENSG00000167619",12148
"ZNF526","ENSG00000167625",12149
"TRAPPC9","ENSG00000167632",12150
"KIR3DL1","ENSG00000167633",12151
"NLRP7","ENSG00000167634",12152
"ZNF146","ENSG00000167635",12153
"ZNF283","ENSG00000167637",12154
"PPP1R14A","ENSG00000167641",12155
"SPINT2","ENSG00000167642",12156
"C19orf33","ENSG00000167644",12157
"YIF1B","ENSG00000167645",12158
"DNAAF3","ENSG00000167646",12159
"PSCA","ENSG00000167653",12160
"ATCAY","ENSG00000167654",12161
"LY6D","ENSG00000167656",12162
"DAPK3","ENSG00000167657",12163
"EEF2","ENSG00000167658",12164
"TMIGD2","ENSG00000167664",12165
"CHAF1A","ENSG00000167670",12166
"UBXN6","ENSG00000167671",12167
"HDGFL2","ENSG00000167674",12168
"PLIN4","ENSG00000167676",12169
"SEMA6B","ENSG00000167680",12170
"ZNF444","ENSG00000167685",12171
"NXN","ENSG00000167693",12172
"FAM57A","ENSG00000167695",12173
"GLOD4","ENSG00000167699",12174
"MFSD3","ENSG00000167700",12175
"GPT","ENSG00000167701",12176
"KIFC2","ENSG00000167702",12177
"SLC43A2","ENSG00000167703",12178
"RILP","ENSG00000167705",12179
"SERPINF2","ENSG00000167711",12180
"WDR81","ENSG00000167716",12181
"SRR","ENSG00000167720",12182
"TSR1","ENSG00000167721",12183
"TRPV3","ENSG00000167723",12184
"HSD11B1L","ENSG00000167733",12185
"CYB5D2","ENSG00000167740",12186
"GGT6","ENSG00000167741",12187
"C19orf48","ENSG00000167747",12188
"KLK1","ENSG00000167748",12189
"KLK4","ENSG00000167749",12190
"KLK2","ENSG00000167751",12191
"KLK5","ENSG00000167754",12192
"KLK6","ENSG00000167755",12193
"KLK11","ENSG00000167757",12194
"KLK13","ENSG00000167759",12195
"ZNF83","ENSG00000167766",12196
"KRT80","ENSG00000167767",12197
"KRT1","ENSG00000167768",12198
"ACER1","ENSG00000167769",12199
"OTUB1","ENSG00000167770",12200
"RCOR2","ENSG00000167771",12201
"ANGPTL4","ENSG00000167772",12202
"CD320","ENSG00000167775",12204
"SPRYD3","ENSG00000167778",12205
"IGFBP6","ENSG00000167779",12206
"SOAT2","ENSG00000167780",12207
"ZNF558","ENSG00000167785",12208
"CABP2","ENSG00000167791",12209
"NDUFV1","ENSG00000167792",12210
"CDK2AP2","ENSG00000167797",12211
"NUDT8","ENSG00000167799",12213
"TBX10","ENSG00000167800",12214
"PRDX2","ENSG00000167815",12216
"OR8J3","ENSG00000167822",12217
"OR5I1","ENSG00000167825",12218
"ZNF232","ENSG00000167840",12219
"MIS12","ENSG00000167842",12220
"CD300C","ENSG00000167850",12221
"CD300A","ENSG00000167851",12222
"TEKT1","ENSG00000167858",12223
"HID1","ENSG00000167861",12224
"MRPL58","ENSG00000167862",12225
"ATP5PD","ENSG00000167863",12226
"TMEM88","ENSG00000167874",12227
"EVPL","ENSG00000167880",12228
"SRP68","ENSG00000167881",12229
"MGAT5B","ENSG00000167889",12230
"TMC8","ENSG00000167895",12231
"TK1","ENSG00000167900",12232
"TMEM68","ENSG00000167904",12233
"CYP7A1","ENSG00000167910",12234
"GSDMA","ENSG00000167914",12236
"KRT24","ENSG00000167916",12237
"TMEM99","ENSG00000167920",12238
"GHDC","ENSG00000167925",12239
"FAM234A","ENSG00000167930",12240
"SOST","ENSG00000167941",12241
"PRR25","ENSG00000167945",12242
"ZNF598","ENSG00000167962",12243
"RAB26","ENSG00000167964",12244
"MLST8","ENSG00000167965",12245
"E4F1","ENSG00000167967",12246
"DNASE1L2","ENSG00000167968",12247
"ECI1","ENSG00000167969",12248
"CASKIN1","ENSG00000167971",12249
"ABCA3","ENSG00000167972",12250
"KCTD5","ENSG00000167977",12251
"SRRM2","ENSG00000167978",12252
"ZNF597","ENSG00000167981",12253
"NLRC3","ENSG00000167984",12254
"SDHAF2","ENSG00000167985",12255
"DDB1","ENSG00000167986",12256
"VPS37C","ENSG00000167987",12257
"VWCE","ENSG00000167992",12258
"RAB3IL1","ENSG00000167994",12259
"BEST1","ENSG00000167995",12260
"FTH1","ENSG00000167996",12261
"BSCL2","ENSG00000168000",12262
"POLR2G","ENSG00000168002",12263
"SLC3A2","ENSG00000168003",12264
"HRASLS5","ENSG00000168004",12265
"SPINDOC","ENSG00000168005",12266
"ATG16L2","ENSG00000168010",12267
"C2CD3","ENSG00000168014",12268
"TRANK1","ENSG00000168016",12269
"TTC21A","ENSG00000168026",12270
"RPSA","ENSG00000168028",12271
"ENTPD3","ENSG00000168032",12272
"CTNNB1","ENSG00000168036",12273
"ULK4","ENSG00000168038",12274
"FADD","ENSG00000168040",12275
"LTBP3","ENSG00000168056",12276
"NAALADL1","ENSG00000168060",12277
"SAC3D1","ENSG00000168061",12278
"BATF2","ENSG00000168062",12279
"SLC22A11","ENSG00000168065",12280
"SF1","ENSG00000168066",12281
"MAP4K2","ENSG00000168067",12282
"MAJIN","ENSG00000168070",12283
"CCDC88B","ENSG00000168071",12284
"SCARA3","ENSG00000168077",12285
"PBK","ENSG00000168078",12286
"SCARA5","ENSG00000168079",12287
"PNOC","ENSG00000168081",12288
"COPS6","ENSG00000168090",12289
"PAFAH1B2","ENSG00000168092",12290
"ANKS3","ENSG00000168096",12291
"NUDT16L1","ENSG00000168101",12292
"KIAA1586","ENSG00000168116",12293
"RAB4A","ENSG00000168118",12294
"OR1F1","ENSG00000168124",12296
"OR2B2","ENSG00000168131",12299
"KCNJ4","ENSG00000168135",12300
"SETD5","ENSG00000168137",12301
"VASN","ENSG00000168140",12302
"FAM83B","ENSG00000168143",12303
"HIST3H3","ENSG00000168148",12304
"THAP9","ENSG00000168152",12305
"OR2C1","ENSG00000168158",12306
"RNF187","ENSG00000168159",12307
"HOOK3","ENSG00000168172",12308
"MAPK1IP1L","ENSG00000168175",12309
"DDIT4","ENSG00000168209",12310
"RBPJ","ENSG00000168214",12311
"LMBRD1","ENSG00000168216",12312
"ZCCHC4","ENSG00000168228",12313
"PTGDR","ENSG00000168229",12314
"TTC39C","ENSG00000168234",12315
"GLYCTK","ENSG00000168237",12316
"GNG4","ENSG00000168243",12317
"UBTD2","ENSG00000168246",12318
"POLR2J3","ENSG00000168255",12319
"NKIRAS2","ENSG00000168256",12320
"DNAJC7","ENSG00000168259",12321
"KCNV2","ENSG00000168263",12323
"IRF2BP2","ENSG00000168264",12324
"PTF1A","ENSG00000168267",12325
"NT5DC2","ENSG00000168268",12326
"FOXI1","ENSG00000168269",12327
"SMIM4","ENSG00000168273",12328
"COA6","ENSG00000168275",12329
"KIF5C","ENSG00000168280",12330
"MGAT2","ENSG00000168282",12331
"BMI1","ENSG00000168283",12332
"THAP11","ENSG00000168286",12333
"MMADHC","ENSG00000168288",12334
"PDHB","ENSG00000168291",12335
"PXK","ENSG00000168297",12336
"HIST1H1E","ENSG00000168298",12337
"PCMTD1","ENSG00000168300",12338
"KCTD6","ENSG00000168301",12339
"MPLKIP","ENSG00000168303",12340
"ACOX2","ENSG00000168306",12341
"FAM107A","ENSG00000168309",12342
"IRF2","ENSG00000168310",12343
"MOBP","ENSG00000168314",12344
"CX3CR1","ENSG00000168329",12345
"PPDPFL","ENSG00000168333",12346
"XIRP1","ENSG00000168334",12347
"INSM2","ENSG00000168348",12348
"DEGS2","ENSG00000168350",12349
"SCN11A","ENSG00000168356",12350
"ARF4","ENSG00000168374",12352
"SEPT2","ENSG00000168385",12353
"FILIP1L","ENSG00000168386",12354
"MFSD2A","ENSG00000168389",12355
"DTYMK","ENSG00000168393",12356
"TAP1","ENSG00000168394",12357
"ING5","ENSG00000168395",12358
"ATG4B","ENSG00000168397",12359
"BDKRB2","ENSG00000168398",12360
"MLKL","ENSG00000168404",12361
"RFWD3","ENSG00000168411",12363
"MTNR1A","ENSG00000168412",12364
"KCNG4","ENSG00000168418",12365
"RHOH","ENSG00000168421",12366
"KLHL30","ENSG00000168427",12367
"COG7","ENSG00000168434",12368
"CDC40","ENSG00000168438",12369
"STIP1","ENSG00000168439",12370
"SCNN1B","ENSG00000168447",12371
"HR","ENSG00000168453",12372
"TXNDC2","ENSG00000168454",12373
"RAB31","ENSG00000168461",12374
"REEP4","ENSG00000168476",12375
"TNXB","ENSG00000168477",12376
"LGI3","ENSG00000168481",12377
"SFTPC","ENSG00000168484",12378
"BMP1","ENSG00000168487",12379
"ATXN2L","ENSG00000168488",12380
"PHYHIP","ENSG00000168490",12381
"CCDC110","ENSG00000168491",12382
"POLR3D","ENSG00000168495",12383
"FEN1","ENSG00000168496",12384
"CAVIN2","ENSG00000168497",12385
"MTCL1","ENSG00000168502",12386
"GBX2","ENSG00000168505",12387
"HJV","ENSG00000168509",12388
"SCGB1D1","ENSG00000168515",12389
"HEXIM2","ENSG00000168517",12390
"FNTA","ENSG00000168522",12391
"SERINC2","ENSG00000168528",12392
"MYL1","ENSG00000168530",12393
"TRAPPC11","ENSG00000168538",12394
"CHRM1","ENSG00000168539",12395
"COL3A1","ENSG00000168542",12396
"GFRA2","ENSG00000168546",12397
"ING2","ENSG00000168556",12398
"CDKN2AIP","ENSG00000168564",12399
"SNRNP48","ENSG00000168566",12400
"TMEM223","ENSG00000168569",12401
"SLC20A2","ENSG00000168575",12402
"CRYGA","ENSG00000168582",12403
"DYNLRB2","ENSG00000168589",12404
"TMUB2","ENSG00000168591",12405
"ADAM29","ENSG00000168594",12406
"STAT3","ENSG00000168610",12407
"ZSWIM1","ENSG00000168612",12408
"ADAM9","ENSG00000168615",12409
"ADAM18","ENSG00000168619",12410
"GDNF","ENSG00000168621",12411
"DPCR1","ENSG00000168631",12413
"WFDC13","ENSG00000168634",12414
"AXIN2","ENSG00000168646",12415
"NDUFS5","ENSG00000168653",12416
"VWA3B","ENSG00000168658",12417
"ZNF30","ENSG00000168661",12418
"UGT3A2","ENSG00000168671",12419
"FAM84B","ENSG00000168672",12420
"LDLRAD4","ENSG00000168675",12421
"KCTD19","ENSG00000168676",12422
"SLC16A4","ENSG00000168679",12423
"IL7R","ENSG00000168685",12424
"TMEM208","ENSG00000168701",12425
"LRP1B","ENSG00000168702",12426
"WFDC12","ENSG00000168703",12427
"AHCYL1","ENSG00000168710",12428
"DNAJC21","ENSG00000168724",12429
"PKIG","ENSG00000168734",12430
"NPNT","ENSG00000168743",12431
"CA7","ENSG00000168748",12433
"FAM178B","ENSG00000168754",12434
"TSPY2","ENSG00000168757",12435
"SEMA4C","ENSG00000168758",12436
"CNNM3","ENSG00000168763",12437
"GSTM4","ENSG00000168765",12438
"TET2","ENSG00000168769",12439
"CXXC4","ENSG00000168772",12440
"TCTN2","ENSG00000168778",12441
"SHOX2","ENSG00000168779",12442
"PPIP5K1","ENSG00000168781",12443
"TSPAN5","ENSG00000168785",12444
"ABHD15","ENSG00000168792",12446
"ZBTB5","ENSG00000168795",12447
"CHTF8","ENSG00000168802",12448
"ADAL","ENSG00000168803",12449
"LCMT2","ENSG00000168806",12450
"SNTB2","ENSG00000168807",12451
"IL12A","ENSG00000168811",12452
"ZNF507","ENSG00000168813",12453
"STX18","ENSG00000168818",12454
"NSG1","ENSG00000168824",12455
"ZBTB49","ENSG00000168826",12456
"GFM1","ENSG00000168827",12457
"OR13J1","ENSG00000168828",12458
"HTR1E","ENSG00000168830",12459
"FSTL5","ENSG00000168843",12460
"DDX19A","ENSG00000168872",12462
"ATOH8","ENSG00000168874",12463
"SOX14","ENSG00000168875",12464
"ANKRD49","ENSG00000168876",12465
"SFTPB","ENSG00000168878",12466
"USP39","ENSG00000168883",12467
"TNIP2","ENSG00000168884",12468
"C2orf68","ENSG00000168887",12469
"TMEM150A","ENSG00000168890",12470
"RNF181","ENSG00000168894",12471
"VAMP5","ENSG00000168899",12472
"BTNL3","ENSG00000168903",12473
"LRRC28","ENSG00000168904",12474
"MAT2A","ENSG00000168906",12475
"PLA2G4F","ENSG00000168907",12476
"ENHO","ENSG00000168913",12477
"ZNF608","ENSG00000168916",12478
"SLC35G2","ENSG00000168917",12479
"INPP5D","ENSG00000168918",12480
"LETM1","ENSG00000168924",12481
"CTRB1","ENSG00000168925",12482
"CTRB2","ENSG00000168928",12483
"TRIM49","ENSG00000168930",12484
"TMEM129","ENSG00000168936",12485
"PPIC","ENSG00000168938",12486
"SPRY3","ENSG00000168939",12487
"CEP120","ENSG00000168944",12488
"STXBP6","ENSG00000168952",12489
"TM4SF20","ENSG00000168955",12490
"MFF","ENSG00000168958",12491
"GRM5","ENSG00000168959",12492
"LGALS9","ENSG00000168961",12493
"CPLX1","ENSG00000168993",12497
"PXDC1","ENSG00000168994",12498
"SIGLEC7","ENSG00000168995",12499
"NTSR2","ENSG00000169006",12500
"E2F6","ENSG00000169016",12501
"FEM1B","ENSG00000169018",12502
"COMMD8","ENSG00000169019",12503
"ATP5ME","ENSG00000169020",12504
"UQCRFS1","ENSG00000169021",12505
"SLC49A3","ENSG00000169026",12506
"COL4A3","ENSG00000169031",12507
"MAP2K1","ENSG00000169032",12508
"KLK7","ENSG00000169035",12509
"HNRNPH1","ENSG00000169045",12511
"IRS1","ENSG00000169047",12512
"MECP2","ENSG00000169057",12513
"VCX3A","ENSG00000169059",12514
"UPF3A","ENSG00000169062",12515
"ZBBX","ENSG00000169064",12516
"ACTBL2","ENSG00000169067",12517
"ROR2","ENSG00000169071",12518
"AR","ENSG00000169083",12520
"DHRSX","ENSG00000169084",12521
"C8orf46","ENSG00000169085",12522
"HSPBAP1","ENSG00000169087",12523
"ASMTL","ENSG00000169093",12524
"SLC25A6","ENSG00000169100",12525
"CHST14","ENSG00000169105",12526
"PARM1","ENSG00000169116",12527
"CSNK1G1","ENSG00000169118",12528
"FAM110B","ENSG00000169122",12529
"ARMC4","ENSG00000169126",12530
"AFAP1L2","ENSG00000169129",12531
"ZNF354A","ENSG00000169131",12532
"ATF5","ENSG00000169136",12533
"UBE2V2","ENSG00000169139",12534
"GOT1L1","ENSG00000169154",12535
"ZBTB43","ENSG00000169155",12536
"CPT1C","ENSG00000169169",12538
"PCSK9","ENSG00000169174",12539
