GPL_ID	GSE_ID	GSM_ID	CANCER	CANCER_CODE
GPL570	GSE12368	GSM310467	0	ACC
GPL570	GSE12368	GSM310468	0	ACC
GPL570	GSE12368	GSM310469	0	ACC
GPL570	GSE12368	GSM310470	0	ACC
GPL570	GSE12368	GSM310471	0	ACC
GPL570	GSE12368	GSM310472	0	ACC
GPL570	GSE12368	GSM310473	0	ACC
GPL570	GSE12368	GSM310474	0	ACC
GPL570	GSE12368	GSM310475	1	ACC
GPL570	GSE12368	GSM310476	1	ACC
GPL570	GSE12368	GSM310477	1	ACC
GPL570	GSE12368	GSM310478	1	ACC
GPL570	GSE12368	GSM310479	1	ACC
GPL570	GSE12368	GSM310480	1	ACC
GPL570	GSE12368	GSM310481	1	ACC
GPL570	GSE12368	GSM310482	1	ACC
GPL570	GSE12368	GSM310483	1	ACC
GPL570	GSE12368	GSM310484	1	ACC
GPL570	GSE12368	GSM310485	1	ACC
GPL570	GSE12368	GSM310486	1	ACC
GPL570	GSE12368	GSM310487	0	ACC
GPL570	GSE12368	GSM310488	0	ACC
GPL570	GSE12368	GSM310489	0	ACC
GPL570	GSE12368	GSM310490	0	ACC
GPL570	GSE12368	GSM310491	0	ACC
GPL570	GSE12368	GSM310492	0	ACC
GPL570	GSE28476	GSM703788	0	ACC
GPL570	GSE28476	GSM703789	0	ACC
GPL570	GSE28476	GSM703790	0	ACC
GPL570	GSE28476	GSM703791	0	ACC
GPL570	GSE28476	GSM703792	0	ACC
GPL570	GSE28476	GSM703793	0	ACC
GPL570	GSE28476	GSM703794	0	ACC
GPL570	GSE28476	GSM703795	0	ACC
GPL570	GSE33371	GSM825367	0	ACC
GPL570	GSE33371	GSM825368	0	ACC
GPL570	GSE33371	GSM825369	0	ACC
GPL570	GSE33371	GSM825370	0	ACC
GPL570	GSE33371	GSM825371	0	ACC
GPL570	GSE33371	GSM825372	0	ACC
GPL570	GSE33371	GSM825373	0	ACC
GPL570	GSE33371	GSM825374	0	ACC
GPL570	GSE33371	GSM825375	0	ACC
GPL570	GSE33371	GSM825376	0	ACC
GPL570	GSE33371	GSM825377	0	ACC
GPL570	GSE33371	GSM825378	0	ACC
GPL570	GSE33371	GSM825379	0	ACC
GPL570	GSE33371	GSM825380	0	ACC
GPL570	GSE33371	GSM825381	0	ACC
GPL570	GSE33371	GSM825382	0	ACC
GPL570	GSE33371	GSM825383	0	ACC
GPL570	GSE33371	GSM825384	0	ACC
GPL570	GSE33371	GSM825385	0	ACC
GPL570	GSE33371	GSM825386	0	ACC
GPL570	GSE33371	GSM825387	0	ACC
GPL570	GSE33371	GSM825388	0	ACC
GPL570	GSE33371	GSM825389	0	ACC
GPL570	GSE33371	GSM825390	0	ACC
GPL570	GSE33371	GSM825391	0	ACC
GPL570	GSE33371	GSM825392	0	ACC
GPL570	GSE33371	GSM825393	0	ACC
GPL570	GSE33371	GSM825394	0	ACC
GPL570	GSE33371	GSM825395	0	ACC
GPL570	GSE33371	GSM825396	0	ACC
GPL570	GSE33371	GSM825397	0	ACC
GPL570	GSE33371	GSM825398	0	ACC
GPL570	GSE33371	GSM825399	1	ACC
GPL570	GSE33371	GSM825400	1	ACC
GPL570	GSE33371	GSM825401	1	ACC
GPL570	GSE33371	GSM825402	1	ACC
GPL570	GSE33371	GSM825403	1	ACC
GPL570	GSE33371	GSM825404	1	ACC
GPL570	GSE33371	GSM825405	1	ACC
GPL570	GSE33371	GSM825406	1	ACC
GPL570	GSE33371	GSM825407	1	ACC
GPL570	GSE33371	GSM825408	1	ACC
GPL570	GSE33371	GSM825409	1	ACC
GPL570	GSE33371	GSM825410	1	ACC
GPL570	GSE33371	GSM825411	1	ACC
GPL570	GSE33371	GSM825412	1	ACC
GPL570	GSE33371	GSM825413	1	ACC
GPL570	GSE33371	GSM825414	1	ACC
GPL570	GSE33371	GSM825415	1	ACC
GPL570	GSE33371	GSM825416	1	ACC
GPL570	GSE33371	GSM825417	1	ACC
GPL570	GSE33371	GSM825418	1	ACC
GPL570	GSE33371	GSM825419	1	ACC
GPL570	GSE33371	GSM825420	1	ACC
GPL570	GSE33371	GSM825421	1	ACC
GPL570	GSE33371	GSM825422	1	ACC
GPL570	GSE33371	GSM825423	1	ACC
GPL570	GSE33371	GSM825424	1	ACC
GPL570	GSE33371	GSM825425	1	ACC
GPL570	GSE33371	GSM825426	1	ACC
GPL570	GSE33371	GSM825427	1	ACC
GPL570	GSE33371	GSM825428	1	ACC
GPL570	GSE33371	GSM825429	1	ACC
GPL570	GSE33371	GSM825430	1	ACC
GPL570	GSE33371	GSM825431	1	ACC
GPL570	GSE4488	GSM100888	1	ACROMEGALY
GPL570	GSE4488	GSM100891	1	ACROMEGALY
GPL570	GSE4488	GSM100894	1	ACROMEGALY
GPL570	GSE4488	GSM100899	1	ACROMEGALY
GPL570	GSE4488	GSM100900	1	ACROMEGALY
GPL570	GSE4488	GSM100902	1	ACROMEGALY
GPL570	GSE4488	GSM100903	1	ACROMEGALY
GPL570	GSE16655,GSE16677	GSM417985	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417986	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417987	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417988	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417989	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417990	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417991	2	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417992	3	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417993	4	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417994	5	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417995	6	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417996	0	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417997	0	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417998	0	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM417999	0	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM418000	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE16655,GSE16677	GSM418001	0	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491358	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491359	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491360	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491361	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491362	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491363	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491364	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491365	1	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491366	0	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE19680	GSM491367	0	ACUTE  MEGAKARYOCYTIC LEUKEMIA
GPL570	GSE43017	GSM1055148	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055149	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055150	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055151	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055152	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055153	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055154	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055155	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055156	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055157	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055158	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE43017	GSM1055159	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE4785	GSM108093	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE4785	GSM108094	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE4785	GSM108095	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE4785	GSM108096	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE4785	GSM108097	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE4785	GSM108098	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088394	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088395	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088396	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088397	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088398	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088399	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088400	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088401	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088402	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088403	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088404	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE44652	GSM1088405	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125352	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125353	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125354	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125355	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125356	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125357	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125358	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125359	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125360	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125361	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125362	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125363	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125364	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125365	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125366	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125367	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125368	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125369	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125370	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125371	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125372	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125373	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125374	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125375	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125376	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125377	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125378	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125379	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125380	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125381	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125382	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125383	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125384	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125385	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125386	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125387	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125388	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE46170	GSM1125389	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132932	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132933	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132934	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132935	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132936	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132937	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132939	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132940	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132942	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132943	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132945	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132946	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716	GSM132948	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716	GSM132951	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716	GSM132952	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716	GSM132954	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716	GSM132959	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716	GSM132961	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132962	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5716,GSE5827	GSM132963	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM132964	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM132965	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM132966	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM132988	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM132991	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM132994	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133004	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133006	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133007	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133010	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133011	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716	GSM133012	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716	GSM133014	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716	GSM133015	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716	GSM133017	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716	GSM133018	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716	GSM133019	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133020	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133021	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE5682,GSE5716,GSE5827	GSM133023	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM139044	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM139045	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM139046	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM139072	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM139073	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM139074	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140044	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140045	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140046	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140047	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140048	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140049	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140050	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140051	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140052	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6034	GSM140053	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147284	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147285	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147286	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147287	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147288	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147289	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147290	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6379	GSM147291	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6495	GSM149395	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6495	GSM149396	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6495	GSM149397	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6495	GSM149398	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6495	GSM149399	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6495	GSM149400	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6920	GSM159403	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6920	GSM159404	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6920	GSM159405	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6920	GSM159406	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6920	GSM159407	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE6920	GSM159408	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180132	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180133	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180134	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180135	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180136	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180137	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180138	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180139	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180140	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180141	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180142	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180143	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180144	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180145	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180146	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180147	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180148	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180149	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180150	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180151	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180152	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180153	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180154	0	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE7440	GSM180155	0	ACUTE LYMPHOBLASTIC LEUKEMIA
